1,807527.155,9157540.900
2,807522.133,9157545.049
3,807529.811,9157570.033
4,807545.644,9157570.618
5,807548.717,9157585.521
6,807535.593,9157588.849
7,807556.234,9157606.681
8,807587.032,9157614.917
9,807585.708,9157594.323
10,807592.000,9157589.811
11,807581.371,9157561.582
12,807583.730,9157559.567
13,807563.259,9157538.761
14,807551.026,9157541.278
15,807535.894,9157525.725
16,807524.946,9157533.907
17,807599.361,9157609.361
18,807606.595,9157615.816
19,807604.042,9157619.465
