1,807814.723,9157175.541
2,807827.285,9157205.269
3,807828.628,9157223.262
4,807788.695,9157254.11
5,807786.256,9157248.779
6,807775.457,9157264.202
7,807778.499,9157283.451
8,807830.602,9157251.165
9,807743.677,9157305.399
10,807731.709,9157322.094
11,807718.276,9157294.263
12,807710.689,9157300.466
13,807714.973,9157307.873
14,807692.303,9157345.615
15,807719.249,9157344.993
16,807707.155,9157353.747
17,807697.322,9157362.926
18,807721.515,9157375.005
19,807737.513,9157382.993
20,807737.394,9157393.002
21,807737.264,9157403.944
22,807736.877,9157436.429
23,807704.489,9157440.593
24,807710.816,9157411.347
25,807711.705,9157393.636
26,807658.944,9157446.45
27,807681.327,9157387.935
28,807672.243,9157379.054
29,807663.624,9157376.084
