1,808261.808,9156744.186
2,808313.412,9156741.411
3,808314.708,9156764.729
4,808318.306,9156769.996
5,808318.722,9156787.582
6,808330.602,9156788.602
7,808332.195,9156790.047
8,808334.75,9156790.688
9,808337.605,9156789.418
10,808352.013,9156793.065
11,808366.309,9156795.925
12,808365.436,9156808.749
13,808350.886,9156795.887
14,808338.653,9156794.964
15,808334.62,9156798.14
16,808333.717,9156804.862
17,808308.679,9156807.981
18,808288.526,9156818.36
19,808280.305,9156793.629
20,808263.613,9156779.656
