nombre,x,y,z,area,volumen,altura,nivel
STOCK-2-2760,809426.547,9157021.975,2760,0,0,0,0
STOCK-2-2760,809426.486,9157022.02,2760,0,0,0,0
STOCK-2-2760,809426.16,9157022.254,2760,0,0,0,0
STOCK-2-2760,809426.091,9157022.315,2760,0,0,0,0
STOCK-2-2760,809426.052,9157022.349,2760,0,0,0,0
STOCK-2-2760,809424.79,9157023.481,2760,0,0,0,0
STOCK-2-2760,809424.273,9157023.85,2760,0,0,0,0
STOCK-2-2760,809422.67,9157024.442,2760,0,0,0,0
STOCK-2-2760,809422.621,9157024.461,2760,0,0,0,0
STOCK-2-2760,809422.541,9157024.49,2760,0,0,0,0
STOCK-2-2760,809422.007,9157024.842,2760,0,0,0,0
STOCK-2-2760,809421.462,9157025.15,2760,0,0,0,0
STOCK-2-2760,809420.902,9157025.492,2760,0,0,0,0
STOCK-2-2760,809420.178,9157025.613,2760,0,0,0,0
STOCK-2-2760,809419.797,9157026.154,2760,0,0,0,0
STOCK-2-2760,809418.878,9157027.501,2760,0,0,0,0
STOCK-2-2760,809418.851,9157027.541,2760,0,0,0,0
STOCK-2-2760,809418.823,9157027.582,2760,0,0,0,0
STOCK-2-2760,809417.617,9157027.875,2760,0,0,0,0
STOCK-2-2760,809417.58,9157027.884,2760,0,0,0,0
STOCK-2-2760,809417.298,9157027.953,2760,0,0,0,0
STOCK-2-2760,809417.283,9157027.957,2760,0,0,0,0
STOCK-2-2760,809416.816,9157028.07,2760,0,0,0,0
STOCK-2-2760,809416.76,9157028.084,2760,0,0,0,0
STOCK-2-2760,809416.726,9157028.116,2760,0,0,0,0
STOCK-2-2760,809415.555,9157029.22,2760,0,0,0,0
STOCK-2-2760,809415.518,9157029.255,2760,0,0,0,0
STOCK-2-2760,809415.483,9157029.29,2760,0,0,0,0
STOCK-2-2760,809415.325,9157029.446,2760,0,0,0,0
STOCK-2-2760,809414.303,9157030.46,2760,0,0,0,0
STOCK-2-2760,809414.271,9157030.491,2760,0,0,0,0
STOCK-2-2760,809413.669,9157030.88,2760,0,0,0,0
STOCK-2-2760,809413.564,9157031.186,2760,0,0,0,0
STOCK-2-2760,809413.034,9157031.602,2760,0,0,0,0
STOCK-2-2760,809412.52,9157032.088,2760,0,0,0,0
STOCK-2-2760,809412.478,9157032.15,2760,0,0,0,0
STOCK-2-2760,809412.45,9157032.19,2760,0,0,0,0
STOCK-2-2760,809411.517,9157033.549,2760,0,0,0,0
STOCK-2-2760,809411.031,9157033.938,2760,0,0,0,0
STOCK-2-2760,809410.648,9157034.349,2760,0,0,0,0
STOCK-2-2760,809410.297,9157034.883,2760,0,0,0,0
STOCK-2-2760,809410.001,9157035.477,2760,0,0,0,0
STOCK-2-2760,809409.674,9157035.967,2760,0,0,0,0
STOCK-2-2760,809408.798,9157037.354,2760,0,0,0,0
STOCK-2-2760,809408.772,9157037.396,2760,0,0,0,0
STOCK-2-2760,809408.73,9157037.463,2760,0,0,0,0
STOCK-2-2760,809408.484,9157038.062,2760,0,0,0,0
STOCK-2-2760,809408.073,9157038.913,2760,0,0,0,0
STOCK-2-2760,809408.057,9157038.994,2760,0,0,0,0
STOCK-2-2760,809408.048,9157039.044,2760,0,0,0,0
STOCK-2-2760,809407.739,9157040.672,2760,0,0,0,0
STOCK-2-2760,809407.707,9157040.746,2760,0,0,0,0
STOCK-2-2760,809407.686,9157040.795,2760,0,0,0,0
STOCK-2-2760,809407.015,9157042.356,2760,0,0,0,0
STOCK-2-2760,809406.998,9157042.437,2760,0,0,0,0
STOCK-2-2760,809406.985,9157042.495,2760,0,0,0,0
STOCK-2-2760,809406.613,9157044.235,2760,0,0,0,0
STOCK-2-2760,809405.947,9157045.957,2760,0,0,0,0
STOCK-2-2760,809405.925,9157046.015,2760,0,0,0,0
STOCK-2-2760,809405.91,9157046.052,2760,0,0,0,0
STOCK-2-2760,809405.75,9157047.176,2760,0,0,0,0
STOCK-2-2760,809405.959,9157046.903,2760,0,0,0,0
STOCK-2-2760,809407.177,9157045.308,2760,0,0,0,0
STOCK-2-2760,809407.257,9157045.203,2760,0,0,0,0
STOCK-2-2760,809408.453,9157043.637,2760,0,0,0,0
STOCK-2-2760,809409.665,9157042.17,2760,0,0,0,0
STOCK-2-2760,809409.933,9157041.845,2760,0,0,0,0
STOCK-2-2760,809409.997,9157041.768,2760,0,0,0,0
STOCK-2-2760,809410.022,9157041.737,2760,0,0,0,0
STOCK-2-2760,809410.882,9157040.696,2760,0,0,0,0
STOCK-2-2760,809411.048,9157040.496,2760,0,0,0,0
STOCK-2-2760,809411.56,9157039.876,2760,0,0,0,0
STOCK-2-2760,809411.575,9157039.857,2760,0,0,0,0
STOCK-2-2760,809411.893,9157039.473,2760,0,0,0,0
STOCK-2-2760,809411.927,9157039.432,2760,0,0,0,0
STOCK-2-2760,809413.249,9157037.945,2760,0,0,0,0
STOCK-2-2760,809413.406,9157037.768,2760,0,0,0,0
STOCK-2-2760,809413.421,9157037.751,2760,0,0,0,0
STOCK-2-2760,809413.929,9157037.179,2760,0,0,0,0
STOCK-2-2760,809414.123,9157036.962,2760,0,0,0,0
STOCK-2-2760,809414.146,9157036.936,2760,0,0,0,0
STOCK-2-2760,809414.935,9157036.049,2760,0,0,0,0
STOCK-2-2760,809415.211,9157035.738,2760,0,0,0,0
STOCK-2-2760,809415.516,9157035.395,2760,0,0,0,0
STOCK-2-2760,809415.725,9157035.175,2760,0,0,0,0
STOCK-2-2760,809416.155,9157034.722,2760,0,0,0,0
STOCK-2-2760,809416.167,9157034.709,2760,0,0,0,0
STOCK-2-2760,809417.596,9157033.204,2760,0,0,0,0
STOCK-2-2760,809417.606,9157033.192,2760,0,0,0,0
STOCK-2-2760,809417.999,9157032.779,2760,0,0,0,0
STOCK-2-2760,809418.322,9157032.438,2760,0,0,0,0
STOCK-2-2760,809418.34,9157032.419,2760,0,0,0,0
STOCK-2-2760,809418.993,9157031.731,2760,0,0,0,0
STOCK-2-2760,809419.291,9157031.417,2760,0,0,0,0
STOCK-2-2760,809419.327,9157031.38,2760,0,0,0,0
STOCK-2-2760,809420.893,9157029.817,2760,0,0,0,0
STOCK-2-2760,809420.921,9157029.789,2760,0,0,0,0
STOCK-2-2760,809421.895,9157028.816,2760,0,0,0,0
STOCK-2-2760,809422.234,9157028.478,2760,0,0,0,0
STOCK-2-2760,809422.246,9157028.466,2760,0,0,0,0
STOCK-2-2760,809422.658,9157028.054,2760,0,0,0,0
STOCK-2-2760,809422.674,9157028.039,2760,0,0,0,0
STOCK-2-2760,809423.188,9157027.526,2760,0,0,0,0
STOCK-2-2760,809423.321,9157027.392,2760,0,0,0,0
STOCK-2-2760,809423.605,9157027.119,2760,0,0,0,0
STOCK-2-2760,809425.155,9157025.633,2760,0,0,0,0
STOCK-2-2760,809425.348,9157025.448,2760,0,0,0,0
STOCK-2-2760,809425.372,9157025.425,2760,0,0,0,0
STOCK-2-2760,809426.175,9157024.654,2760,0,0,0,0
STOCK-2-2760,809426.22,9157024.611,2760,0,0,0,0
STOCK-2-2760,809427.67,9157023.22,2760,0,0,0,0
STOCK-2-2760,809427.753,9157023.143,2760,0,0,0,0
STOCK-2-2760,809427.771,9157023.126,2760,0,0,0,0
STOCK-2-2760,809428.322,9157022.611,2760,0,0,0,0
STOCK-2-2760,809428.342,9157022.592,2760,0,0,0,0
STOCK-2-2760,809428.941,9157022.032,2760,0,0,0,0
STOCK-2-2760,809430.418,9157020.651,2760,0,0,0,0
STOCK-2-2760,809430.437,9157020.634,2760,0,0,0,0
STOCK-2-2760,809430.992,9157020.114,2760,0,0,0,0
STOCK-2-2760,809431.008,9157020.1,2760,0,0,0,0
STOCK-2-2760,809431.486,9157019.653,2760,0,0,0,0
STOCK-2-2760,809432.112,9157019.068,2760,0,0,0,0
STOCK-2-2760,809432.133,9157019.049,2760,0,0,0,0
STOCK-2-2760,809432.147,9157019.035,2760,0,0,0,0
STOCK-2-2760,809432.572,9157018.64,2760,0,0,0,0
STOCK-2-2760,809434.091,9157017.239,2760,0,0,0,0
STOCK-2-2760,809434.117,9157017.215,2760,0,0,0,0
STOCK-2-2760,809434.886,9157016.506,2760,0,0,0,0
STOCK-2-2760,809434.911,9157016.483,2760,0,0,0,0
STOCK-2-2760,809435.724,9157015.734,2760,0,0,0,0
STOCK-2-2760,809436.667,9157014.865,2760,0,0,0,0
STOCK-2-2760,809436.696,9157014.838,2760,0,0,0,0
STOCK-2-2760,809436.713,9157014.823,2760,0,0,0,0
STOCK-2-2760,809437.249,9157014.329,2760,0,0,0,0
STOCK-2-2760,809437.275,9157014.305,2760,0,0,0,0
STOCK-2-2760,809438.1,9157013.546,2760,0,0,0,0
STOCK-2-2760,809438.123,9157013.524,2760,0,0,0,0
STOCK-2-2760,809438.836,9157012.867,2760,0,0,0,0
STOCK-2-2760,809440.558,9157011.282,2760,0,0,0,0
STOCK-2-2760,809440.605,9157011.239,2760,0,0,0,0
STOCK-2-2760,809442.037,9157009.919,2760,0,0,0,0
STOCK-2-2760,809442.606,9157009.395,2760,0,0,0,0
STOCK-2-2760,809442.625,9157009.378,2760,0,0,0,0
STOCK-2-2760,809443.163,9157008.882,2760,0,0,0,0
STOCK-2-2760,809443.18,9157008.866,2760,0,0,0,0
STOCK-2-2760,809443.299,9157008.757,2760,0,0,0,0
STOCK-2-2760,809443.32,9157008.736,2760,0,0,0,0
STOCK-2-2760,809444.03,9157008.029,2760,0,0,0,0
STOCK-2-2760,809444.485,9157007.575,2760,0,0,0,0
STOCK-2-2760,809444.499,9157007.561,2760,0,0,0,0
STOCK-2-2760,809444.629,9157007.431,2760,0,0,0,0
STOCK-2-2760,809444.651,9157007.41,2760,0,0,0,0
STOCK-2-2760,809444.767,9157007.294,2760,0,0,0,0
STOCK-2-2760,809448.042,9157004.031,2760,0,0,0,0
STOCK-2-2760,809447.097,9157004.537,2760,0,0,0,0
STOCK-2-2760,809446.939,9157004.622,2760,0,0,0,0
STOCK-2-2760,809446.372,9157004.959,2760,0,0,0,0
STOCK-2-2760,809445.809,9157005.27,2760,0,0,0,0
STOCK-2-2760,809445.772,9157005.285,2760,0,0,0,0
STOCK-2-2760,809444.578,9157005.747,2760,0,0,0,0
STOCK-2-2760,809444.227,9157005.884,2760,0,0,0,0
STOCK-2-2760,809444.178,9157005.903,2760,0,0,0,0
STOCK-2-2760,809444.118,9157005.926,2760,0,0,0,0
STOCK-2-2760,809443.628,9157006.352,2760,0,0,0,0
STOCK-2-2760,809443.612,9157006.365,2760,0,0,0,0
STOCK-2-2760,809443.062,9157006.704,2760,0,0,0,0
STOCK-2-2760,809443.045,9157006.715,2760,0,0,0,0
STOCK-2-2760,809443.009,9157006.763,2760,0,0,0,0
STOCK-2-2760,809442.975,9157006.81,2760,0,0,0,0
STOCK-2-2760,809441.937,9157008.238,2760,0,0,0,0
STOCK-2-2770,809405.742,9157026.416,2770,0,0,0,0
STOCK-2-2770,809405.706,9157026.456,2770,0,0,0,0
STOCK-2-2770,809401.85,9157030.793,2770,0,0,0,0
STOCK-2-2770,809401.815,9157030.835,2770,0,0,0,0
STOCK-2-2770,809398.06,9157035.381,2770,0,0,0,0
STOCK-2-2770,809394.356,9157040.232,2770,0,0,0,0
STOCK-2-2770,809394.326,9157040.271,2770,0,0,0,0
STOCK-2-2770,809394.315,9157040.286,2770,0,0,0,0
STOCK-2-2770,809394.302,9157040.304,2770,0,0,0,0
STOCK-2-2770,809390.616,9157045.528,2770,0,0,0,0
STOCK-2-2770,809390.597,9157045.555,2770,0,0,0,0
STOCK-2-2770,809390.581,9157045.577,2770,0,0,0,0
STOCK-2-2770,809386.83,9157051.316,2770,0,0,0,0
STOCK-2-2770,809386.814,9157051.341,2770,0,0,0,0
STOCK-2-2770,809386.804,9157051.356,2770,0,0,0,0
STOCK-2-2770,809386.791,9157051.376,2770,0,0,0,0
STOCK-2-2770,809386.776,9157051.4,2770,0,0,0,0
STOCK-2-2770,809386.768,9157051.414,2770,0,0,0,0
STOCK-2-2770,809383.35,9157056.861,2770,0,0,0,0
STOCK-2-2770,809383.331,9157056.892,2770,0,0,0,0
STOCK-2-2770,809383.324,9157056.906,2770,0,0,0,0
STOCK-2-2770,809383.311,9157056.93,2770,0,0,0,0
STOCK-2-2770,809383.281,9157056.985,2770,0,0,0,0
STOCK-2-2770,809380.277,9157062.585,2770,0,0,0,0
STOCK-2-2770,809380.264,9157062.609,2770,0,0,0,0
STOCK-2-2770,809380.229,9157062.691,2770,0,0,0,0
STOCK-2-2770,809380.181,9157062.8,2770,0,0,0,0
STOCK-2-2770,809379.046,9157065.396,2770,0,0,0,0
STOCK-2-2770,809379.047,9157065.072,2770,0,0,0,0
STOCK-2-2770,809379.062,9157065.029,2770,0,0,0,0
STOCK-2-2770,809379.197,9157064.633,2770,0,0,0,0
STOCK-2-2770,809379.561,9157062.961,2770,0,0,0,0
STOCK-2-2770,809379.577,9157062.887,2770,0,0,0,0
STOCK-2-2770,809379.582,9157062.866,2770,0,0,0,0
STOCK-2-2770,809379.78,9157061.266,2770,0,0,0,0
STOCK-2-2770,809379.783,9157061.244,2770,0,0,0,0
STOCK-2-2770,809379.655,9157058.071,2770,0,0,0,0
STOCK-2-2770,809379.654,9157058.051,2770,0,0,0,0
STOCK-2-2770,809380.115,9157057.789,2770,0,0,0,0
STOCK-2-2770,809380.139,9157057.776,2770,0,0,0,0
STOCK-2-2770,809380.356,9157057.359,2770,0,0,0,0
STOCK-2-2770,809380.368,9157057.335,2770,0,0,0,0
STOCK-2-2770,809379.967,9157054.509,2770,0,0,0,0
STOCK-2-2770,809379.964,9157054.489,2770,0,0,0,0
STOCK-2-2770,809380.159,9157052.769,2770,0,0,0,0
STOCK-2-2770,809380.383,9157050.945,2770,0,0,0,0
STOCK-2-2770,809380.659,9157050.691,2770,0,0,0,0
STOCK-2-2770,809380.677,9157050.674,2770,0,0,0,0
STOCK-2-2770,809381.301,9157048.733,2770,0,0,0,0
STOCK-2-2770,809381.459,9157048.407,2770,0,0,0,0
STOCK-2-2770,809381.47,9157048.385,2770,0,0,0,0
STOCK-2-2770,809381.334,9157046.768,2770,0,0,0,0
STOCK-2-2770,809382.027,9157045.688,2770,0,0,0,0
STOCK-2-2770,809382.853,9157044.15,2770,0,0,0,0
STOCK-2-2770,809384.201,9157042.846,2770,0,0,0,0
STOCK-2-2770,809385.303,9157040.815,2770,0,0,0,0
STOCK-2-2770,809385.316,9157040.794,2770,0,0,0,0
STOCK-2-2770,809385.487,9157040.514,2770,0,0,0,0
STOCK-2-2770,809386.034,9157038.708,2770,0,0,0,0
STOCK-2-2770,809386.644,9157037.818,2770,0,0,0,0
STOCK-2-2770,809387.812,9157037.166,2770,0,0,0,0
STOCK-2-2770,809389.177,9157036.445,2770,0,0,0,0
STOCK-2-2770,809390.853,9157036.172,2770,0,0,0,0
STOCK-2-2770,809393.645,9157035.756,2770,0,0,0,0
STOCK-2-2770,809393.668,9157035.73,2770,0,0,0,0
STOCK-2-2770,809393.818,9157035.428,2770,0,0,0,0
STOCK-2-2770,809393.824,9157035.413,2770,0,0,0,0
STOCK-2-2770,809393.955,9157035.09,2770,0,0,0,0
STOCK-2-2770,809394.007,9157034.745,2770,0,0,0,0
STOCK-2-2770,809394.011,9157034.72,2770,0,0,0,0
STOCK-2-2770,809394.105,9157034.477,2770,0,0,0,0
STOCK-2-2770,809394.112,9157034.459,2770,0,0,0,0
STOCK-2-2770,809394.115,9157034.441,2770,0,0,0,0
STOCK-2-2770,809394.169,9157034.19,2770,0,0,0,0
STOCK-2-2770,809394.177,9157034.173,2770,0,0,0,0
STOCK-2-2770,809394.273,9157033.949,2770,0,0,0,0
STOCK-2-2770,809394.276,9157033.931,2770,0,0,0,0
STOCK-2-2770,809394.321,9157033.697,2770,0,0,0,0
STOCK-2-2770,809395.513,9157031.231,2770,0,0,0,0
STOCK-2-2770,809395.52,9157031.216,2770,0,0,0,0
STOCK-2-2770,809396.232,9157029.478,2770,0,0,0,0
STOCK-2-2770,809396.354,9157029.284,2770,0,0,0,0
STOCK-2-2770,809396.364,9157029.269,2770,0,0,0,0
STOCK-2-2770,809397.323,9157027.837,2770,0,0,0,0
STOCK-2-2770,809398.194,9157026.087,2770,0,0,0,0
STOCK-2-2770,809399.226,9157024.518,2770,0,0,0,0
STOCK-2-2770,809400.347,9157023.314,2770,0,0,0,0
STOCK-2-2770,809401.773,9157022.17,2770,0,0,0,0
STOCK-2-2770,809401.788,9157022.152,2770,0,0,0,0
STOCK-2-2770,809401.909,9157021.976,2770,0,0,0,0
STOCK-2-2770,809403.36,9157020.603,2770,0,0,0,0
STOCK-2-2770,809404.86,9157019.427,2770,0,0,0,0
STOCK-2-2770,809405.163,9157018.556,2770,0,0,0,0
STOCK-2-2770,809406.868,9157017.455,2770,0,0,0,0
STOCK-2-2770,809406.88,9157017.442,2770,0,0,0,0
STOCK-2-2770,809406.987,9157017.336,2770,0,0,0,0
STOCK-2-2770,809407,9157017.325,2770,0,0,0,0
STOCK-2-2770,809407.106,9157017.224,2770,0,0,0,0
STOCK-2-2770,809407.283,9157017.181,2770,0,0,0,0
STOCK-2-2770,809407.304,9157017.176,2770,0,0,0,0
STOCK-2-2770,809407.387,9157017.053,2770,0,0,0,0
STOCK-2-2770,809407.397,9157017.039,2770,0,0,0,0
STOCK-2-2770,809408.514,9157015.454,2770,0,0,0,0
STOCK-2-2770,809410.627,9157015.1,2770,0,0,0,0
STOCK-2-2770,809412.273,9157014.099,2770,0,0,0,0
STOCK-2-2770,809413.868,9157013.194,2770,0,0,0,0
STOCK-2-2770,809415.44,9157012.161,2770,0,0,0,0
STOCK-2-2770,809415.673,9157012.074,2770,0,0,0,0
STOCK-2-2770,809415.691,9157012.068,2770,0,0,0,0
STOCK-2-2770,809417.259,9157010.946,2770,0,0,0,0
STOCK-2-2770,809417.273,9157010.934,2770,0,0,0,0
STOCK-2-2770,809417.45,9157010.775,2770,0,0,0,0
STOCK-2-2770,809417.636,9157010.641,2770,0,0,0,0
STOCK-2-2770,809417.65,9157010.631,2770,0,0,0,0
STOCK-2-2770,809417.814,9157010.46,2770,0,0,0,0
STOCK-2-2770,809417.826,9157010.447,2770,0,0,0,0
STOCK-2-2770,809419.18,9157009.087,2770,0,0,0,0
STOCK-2-2770,809420.83,9157008.053,2770,0,0,0,0
STOCK-2-2770,809421.031,9157007.919,2770,0,0,0,0
STOCK-2-2770,809421.046,9157007.908,2770,0,0,0,0
STOCK-2-2770,809422.369,9157006.596,2770,0,0,0,0
STOCK-2-2770,809422.381,9157006.581,2770,0,0,0,0
STOCK-2-2770,809422.529,9157006.387,2770,0,0,0,0
STOCK-2-2770,809422.684,9157006.204,2770,0,0,0,0
STOCK-2-2770,809422.696,9157006.19,2770,0,0,0,0
STOCK-2-2770,809423.261,9157004.237,2770,0,0,0,0
STOCK-2-2770,809424.979,9157003.06,2770,0,0,0,0
STOCK-2-2770,809426.27,9157001.674,2770,0,0,0,0
STOCK-2-2770,809426.283,9157001.661,2770,0,0,0,0
STOCK-2-2770,809426.388,9157001.558,2770,0,0,0,0
STOCK-2-2770,809427.932,9157000.336,2770,0,0,0,0
STOCK-2-2770,809428.066,9157000.251,2770,0,0,0,0
STOCK-2-2770,809428.081,9157000.241,2770,0,0,0,0
STOCK-2-2770,809429.441,9156998.789,2770,0,0,0,0
STOCK-2-2770,809431.004,9156997.768,2770,0,0,0,0
STOCK-2-2770,809431.16,9156997.664,2770,0,0,0,0
STOCK-2-2770,809431.18,9156997.651,2770,0,0,0,0
STOCK-2-2770,809434.284,9156995.372,2770,0,0,0,0
STOCK-2-2770,809434.295,9156995.357,2770,0,0,0,0
STOCK-2-2770,809434.403,9156995.209,2770,0,0,0,0
STOCK-2-2770,809436.083,9156994.174,2770,0,0,0,0
STOCK-2-2770,809437.588,9156992.866,2770,0,0,0,0
STOCK-2-2770,809437.737,9156992.809,2770,0,0,0,0
STOCK-2-2770,809437.754,9156992.802,2770,0,0,0,0
STOCK-2-2770,809439.446,9156991.867,2770,0,0,0,0
STOCK-2-2770,809441.147,9156990.854,2770,0,0,0,0
STOCK-2-2770,809441.162,9156990.846,2770,0,0,0,0
STOCK-2-2770,809441.288,9156990.779,2770,0,0,0,0
STOCK-2-2770,809441.39,9156990.741,2770,0,0,0,0
STOCK-2-2770,809443.111,9156990.109,2770,0,0,0,0
STOCK-2-2770,809443.16,9156990.082,2770,0,0,0,0
STOCK-2-2770,809443.256,9156990.03,2770,0,0,0,0
STOCK-2-2770,809443.372,9156989.95,2770,0,0,0,0
STOCK-2-2770,809436.585,9156996.713,2770,0,0,0,0
STOCK-2-2770,809434.649,9156998.642,2770,0,0,0,0
STOCK-2-2770,809434.177,9156999.112,2770,0,0,0,0
STOCK-2-2770,809434.164,9156999.126,2770,0,0,0,0
STOCK-2-2770,809434.116,9156999.173,2770,0,0,0,0
STOCK-2-2770,809428.589,9157004.261,2770,0,0,0,0
STOCK-2-2770,809428.505,9157004.338,2770,0,0,0,0
STOCK-2-2770,809428.482,9157004.36,2770,0,0,0,0
STOCK-2-2770,809423.36,9157009.083,2770,0,0,0,0
STOCK-2-2770,809423.345,9157009.098,2770,0,0,0,0
STOCK-2-2770,809418.579,9157013.553,2770,0,0,0,0
STOCK-2-2770,809418.545,9157013.584,2770,0,0,0,0
STOCK-2-2770,809414.082,9157017.866,2770,0,0,0,0
STOCK-2-2770,809414.038,9157017.908,2770,0,0,0,0
STOCK-2-2770,809409.827,9157022.113,2770,0,0,0,0
STOCK-2-2770,809409.787,9157022.153,2770,0,0,0,0
STOCK-2-2770,809405.78,9157026.376,2770,0,0,0,0
STOCK-2-2770,809405.742,9157026.416,2770,0,0,0,0
STOCK-2-2780,809436.318,9156942.583,2780,0,0,0,0
STOCK-2-2780,809436.338,9156942.629,2780,0,0,0,0
STOCK-2-2780,809436.419,9156942.814,2780,0,0,0,0
STOCK-2-2780,809436.434,9156942.878,2780,0,0,0,0
STOCK-2-2780,809436.496,9156943.133,2780,0,0,0,0
STOCK-2-2780,809438.029,9156946.159,2780,0,0,0,0
STOCK-2-2780,809438.075,9156946.25,2780,0,0,0,0
STOCK-2-2780,809439.285,9156944.094,2780,0,0,0,0
STOCK-2-2780,809440.071,9156942.693,2780,0,0,0,0
STOCK-2-2780,809440.177,9156942.503,2780,0,0,0,0
STOCK-2-2780,809440.323,9156942.243,2780,0,0,0,0
STOCK-2-2780,809440.345,9156942.168,2780,0,0,0,0
STOCK-2-2780,809440.355,9156942.141,2780,0,0,0,0
STOCK-2-2780,809442.86,9156937.434,2780,0,0,0,0
STOCK-2-2780,809442.875,9156937.41,2780,0,0,0,0
STOCK-2-2780,809445.161,9156932.744,2780,0,0,0,0
STOCK-2-2780,809447.161,9156928.124,2780,0,0,0,0
STOCK-2-2780,809447.268,9156927.997,2780,0,0,0,0
STOCK-2-2780,809447.288,9156927.974,2780,0,0,0,0
STOCK-2-2780,809448.939,9156923.409,2780,0,0,0,0
STOCK-2-2780,809450.177,9156918.902,2780,0,0,0,0
STOCK-2-2780,809450.174,9156918.867,2780,0,0,0,0
STOCK-2-2780,809450.173,9156918.845,2780,0,0,0,0
STOCK-2-2780,809450.93,9156914.404,2780,0,0,0,0
STOCK-2-2780,809450.927,9156914.372,2780,0,0,0,0
STOCK-2-2780,809450.925,9156914.356,2780,0,0,0,0
STOCK-2-2780,809451.138,9156909.98,2780,0,0,0,0
STOCK-2-2780,809451.134,9156909.938,2780,0,0,0,0
STOCK-2-2780,809451.132,9156909.923,2780,0,0,0,0
STOCK-2-2780,809451.129,9156909.897,2780,0,0,0,0
STOCK-2-2780,809450.737,9156905.632,2780,0,0,0,0
STOCK-2-2780,809450.73,9156905.576,2780,0,0,0,0
STOCK-2-2780,809450.714,9156905.516,2780,0,0,0,0
STOCK-2-2780,809450.695,9156905.445,2780,0,0,0,0
STOCK-2-2780,809450.658,9156905.306,2780,0,0,0,0
STOCK-2-2780,809450.618,9156905.159,2780,0,0,0,0
STOCK-2-2780,809450.566,9156904.965,2780,0,0,0,0
STOCK-2-2780,809450.449,9156904.532,2780,0,0,0,0
STOCK-2-2780,809447.933,9156895.2,2780,0,0,0,0
STOCK-2-2780,809444.054,9156880.817,2780,0,0,0,0
STOCK-2-2780,809444.043,9156880.776,2780,0,0,0,0
STOCK-2-2780,809443.981,9156880.544,2780,0,0,0,0
STOCK-2-2780,809443.967,9156880.521,2780,0,0,0,0
