1,808017.618,9157422.382
2,808021.242,9157407.71
3,808027.947,9157406.34
4,808035.367,9157391.621
5,808052.259,9157388.507
6,808048.191,9157353.499
7,808023.98,9157316.685
8,808011.095,9157304.961
9,808000.261,9157314.55
10,808002.386,9157326.087
11,808008.002,9157325.558
12,808009.848,9157331.795
13,808034.386,9157349.65
14,808036.279,9157358.745
15,808019.06,9157376.982
16,808001.766,9157377.879
17,807997.785,9157391.133
18,807963.898,9157463.397
19,807973.817,9157479.383
20,808000.084,9157424.066
21,808058.708,9157418.436
22,808004.582,9157361.105
23,808004.22,9157336.051
