1,807478.279,9157425.806
2,807497.487,9157413.364
3,807506.93,9157419.104
4,807516.014,9157412.859
5,807525.31,9157420.222
6,807544.239,9157435.212
7,807568.428,9157408.582
8,807575.286,9157410.077
9,807579.01,9157401.036
10,807608.265,9157417.194
11,807608.964,9157441.265
12,807639.9,9157445.805
13,807637.166,9157457.615
14,807560.791,9157446.956
15,807553.305,9157438.109
16,807501.79,9157447.25
17,807466.992,9157415.511
18,807454.448,9157404.07
19,807476.876,9157381.864
20,807494.524,9157395.84
