1,807577.678,9157476.561
2,807597.986,9157468.82
3,807605.379,9157476.275
4,807621.027,9157492.058
5,807618.081,9157501.884
6,807597.327,9157498.308
7,807576.99,9157523.55
8,807586.201,9157535.394
9,807572.651,9157548.307
10,807563.259,9157538.761
11,807551.026,9157541.278
12,807530.699,9157520.385
13,807563.494,9157496.864
14,807583.73,9157559.567
15,807612.787,9157534.765
16,807609.119,9157531.771
17,807576.763,9157447.414
18,807542.549,9157457.788
19,807515.474,9157432.433
20,807510.005,9157435.342
21,807509.82,9157454.912
22,807514.712,9157474.301
23,807556.513,9157463.431
24,807515.465,9157504.727
25,807555.814,9157474.843
26,807507.962,9157497.014
