1,807585.499,9157346.305
2,807557.919,9157371.396
3,807565.036,9157383.818
4,807590.428,9157403.65
5,807612.726,9157383.071
6,807625.033,9157399.69
7,807607.61,9157417.069
8,807614.512,9157422.459
9,807634.983,9157429.727
10,807694.481,9157375.584
11,807691.666,9157371.032
12,807684.506,9157371.486
13,807664.759,9157386.119
14,807635.077,9157413.252
15,807657.399,9157377.386
16,807677.345,9157347.915
17,807672.781,9157332.887
18,807693.506,9157326.892
19,807682.44,9157314.552
20,807660.186,9157336.895
21,807644.055,9157336.747
22,807641.941,9157359.048
23,807650.929,9157369.711
