1,807674.442,9157288.254
2,807689.355,9157281.735
3,807686.18,9157265.319
4,807717.523,9157245.684
5,807730.093,9157264.78
6,807741.294,9157269.872
7,807741.865,9157283.595
8,807756.512,9157304.274
9,807763.504,9157303.874
10,807765.352,9157325.828
11,807754.523,9157328.481
12,807744.903,9157307.316
13,807733.073,9157301.348
14,807725.227,9157271.399
15,807717.829,9157261.794
16,807708.201,9157266.192
17,807704.213,9157288.783
18,807689.891,9157291.894
19,807687.584,9157306.674
20,807682.44,9157314.552
21,807675.569,9157306.89
22,807673.535,9157273.241
23,807743.856,9157331.094
24,807742.477,9157322.634
25,807735.579,9157314.72
26,807693.506,9157326.892
27,807756.722,9157219.307
28,807760.282,9157265.534
