1,807595.295,9157346.394
2,807633.629,9157413.746
3,807647.592,9157404.903
4,807655.995,9157396.114
5,807639.572,9157373.17
6,807633.907,9157342.838
7,807623.57,9157335.756
8,807638.615,9157306.21
9,807648.536,9157310.484
10,807651.638,9157297.098
11,807656.791,9157293.105
12,807627.081,9157276.257
13,807621.113,9157287.119
14,807629.013,9157293.185
15,807606.309,9157332.293
16,807592.849,9157329.114
17,807599.386,9157302.487
18,807607.588,9157291.67
19,807603.71,9157287.284
20,807576.008,9157312.508
21,807588.111,9157333.773
22,807658.924,9157400.206
23,807647.621,9157438.328
