1,807428.857,9157473.651
2,807435.155,9157445.323
3,807449.265,9157431.337
4,807477.975,9157402.883
5,807481.434,9157417.366
6,807460.96,9157437.23
7,807468.906,9157430.415
8,807522.315,9157461.664
9,807506.186,9157478.278
10,807457.771,9157489.916
11,807448.095,9157484.473
12,807496.792,9157464.258
13,807482.456,9157455.785
14,807438.315,9157478.971
15,807486.976,9157506.345
16,807507.117,9157521.95
17,807524.342,9157499.554
18,807524.245,9157491.831
19,807535.649,9157469.465
20,807552.499,9157479.324
21,807551.829,9157489.573
22,807550.943,9157503.123
23,807546.954,9157564.165
24,807528.879,9157538.81
