1,807673.535,9157273.241
2,807675.25,9157301.608
3,807644.055,9157336.747
4,807636.577,9157324.918
5,807615.106,9157319.37
6,807675.569,9157306.89
7,807682.44,9157314.552
8,807660.186,9157336.895
9,807642.839,9157349.578
10,807603.482,9157329.946
11,807585.499,9157346.305
12,807612.726,9157383.071
13,807641.941,9157359.048
14,807650.929,9157369.711
15,807625.033,9157399.69
16,807635.077,9157413.252
17,807649.05,9157400.479
18,807647.588,9157387.445
19,807657.399,9157377.387
20,807664.759,9157386.119
