1,807737.466,9157393.43
2,807753.852,9157370.778
3,807742.769,9157358.947
4,807743.856,9157331.094
5,807765.352,9157325.828
6,807765.988,9157333.384
7,807765.326,9157372.833
8,807756.073,9157389.784
9,807740.012,9157412.206
10,807717.078,9157428.624
11,807711.555,9157398.359
12,807725.635,9157384.602
13,807733.26,9157377.152
14,807720.253,9157351.975
15,807726.023,9157328.19
16,807722.764,9157318.427
17,807672.781,9157332.887
18,807684.506,9157371.486
19,807691.666,9157371.032
20,807703.516,9157390.191
21,807735.579,9157314.72
22,807742.477,9157322.634
